"response2"	"Answer.condition"	"root"	"item"	"context"	"workerid"	"response1"	"slide_number"	"category"	"Answer.time_in_minutes"	"condition"	"participant"
"glipped"	20	"glip"	"nonce"	"I dream that one day I'll be able to XXX. The chance to XXX would be very exciting. I think I'd really enjoy YYY. My friend Sam YYY once and he loved it."	0	"glipping"	35	"verb"	13.0430666666667	"20"	"20cond-trials"
"more stire"	20	"stire"	"nonce"	"The painting looked XXX. She had worked hard to create such a XXX piece. This was her YYY painting yet. It was YYY than all the previous ones combined."	0	"stire"	36	"adjective"	13.0430666666667	"20"	"20cond-trials"
"more zorch"	20	"zorch"	"nonce"	"Here is a XXX thing. Here are two other things that are XXX. This one is the YYY of them all. It is YYY than the rest."	0	"zorchest"	37	"adjective"	13.0430666666667	"20"	"20cond-trials"
"more stad"	20	"stad"	"nonce"	"I like to watch movies that make me feel XXX. I'm a XXX person afterwards. After I watched this one I felt the YYY I've ever felt. I felt YYY than any other movie had made me feel."	0	"stadest that"	38	"adjective"	13.0430666666667	"20"	"20cond-trials"
"bizzed"	20	"bize"	"nonce"	"Next week we're going to XXX. We've been waiting ages for the chance to XXX. We're reading a book about YYY. My friend YYY once before, but this will be my first time."	0	"bize"	39	"verb"	13.0430666666667	"20"	"20cond-trials"
"more tesh"	20	"tesh"	"nonce"	"I had a XXX day yesterday. It all started with a XXX phone call I got. This might be the YYY day I've ever had. Maybe even YYY than the day we went to the aquarium."	0	"teshest"	40	"adjective"	13.0430666666667	"20"	"20cond-trials"
"jogged"	20	"jog"	"real"	"Everyone wants to XXX. Magazines are telling me to XXX. It seems like YYY is cool. But I YYY last week, and I don't see what all the fuss is about."	0	"jogging"	41	"verb"	13.0430666666667	"filler"	"20cond-trials"
NA	20	"heach"	"nonce"	"There was no doubt in my mind that a great XXX like this one was John's. I had seen a set of YYY in his yard last summer and this had to be one of them."	0	"heach"	42	"noun"	13.0430666666667	"20"	"20cond-trials"
NA	20	"pank"	"nonce"	"Have you ever heard of a XXX? It grows in South America. There are YYY on the menu tonight for dinner."	0	"pank"	43	"noun"	13.0430666666667	"20"	"20cond-trials"
NA	20	"mense"	"nonce"	"There was a group of kids playing with a XXX down the street. Did you see it? I think it might be one of Terry's YYY."	0	"menses'."	44	"noun"	13.0430666666667	"20"	"20cond-trials"
"taller"	20	"tall"	"real"	"I met a XXX person today. I don't think I've ever met anyone so XXX. They were definitely the YYY person I've met. They were even YYY than you."	0	"tallest"	45	"adjective"	13.0430666666667	"filler"	"20cond-trials"
NA	20	"pet"	"real"	"I would like to have a XXX. They are great companions. I am envious of people who are fortunate enough to have more than one. If I could have many YYY, I would."	0	"pets"	46	"noun"	13.0430666666667	"filler"	"20cond-trials"
NA	20	"cake"	"real"	"Did they ask about the XXX? I think we need to let them know by tomorrow. I hear YYY are in scarce quantity at the store."	0	"cakes"	47	"noun"	13.0430666666667	"filler"	"20cond-trials"
"coodled"	20	"coodle"	"nonce"	"It's difficult to XXX. I've always found it hard to XXX. Some people say YYY is easy. But I YYY last week and I can tell you it's not easy."	0	"coodling"	48	"verb"	13.0430666666667	"20"	"20cond-trials"
"fupped"	20	"fupp"	"nonce"	"You should XXX. It's always worthwhile to XXX. I'm YYY, and you should too. Last week you YYY, why won't you now?"	0	"fupping"	49	"verb"	13.0430666666667	"20"	"20cond-trials"
NA	21	"bear"	"real"	"This is a XXX. They are really enjoyable. This one is one of my sister's YYY."	0	"bears"	4	"noun"	8.87443333333333	"training"	"21cond-trials"
NA	21	"knit"	"real"	"I would love to learn how to XXX. My friend has been YYY recently and loves it."	0	"learning"	5	"verb"	8.87443333333333	"training"	"21cond-trials"
NA	21	"cook"	"real"	"John said he wants to XXX. His partner YYY yesterday, and now John has decided he wants to try."	0	"cooked"	6	"verb"	8.87443333333333	"training"	"21cond-trials"
NA	21	"sweet"	"real"	"Such a XXX child! She really is the YYY child I've ever seen."	0	"sweetest"	7	"adjective"	8.87443333333333	"training"	"21cond-trials"
NA	21	"hard"	"real"	"This was a XXX problem. It was definitely YYY than other problems they had encountered."	0	"harder"	8	"adjective"	8.87443333333333	"training"	"21cond-trials"
"stadder"	21	"stad"	"nonce"	"The woman became XXX after seeing it. Her friends laughed at how XXX she was. There was no reason for her to be the YYY person in the room. Yet, she seemed YYY than everyone present."	0	"staddest"	10	"adjective"	8.87443333333333	"21"	"21cond-trials"
"softer"	21	"soft"	"real"	"XXX things are nice. Some people disagree, but quite a few think XXX things are great. Well, at least everyone can agree that the YYY one of all is really nice. Nothing is YYY than that one."	0	"softest"	11	"adjective"	8.87443333333333	"filler"	"21cond-trials"
"stirer"	21	"stire"	"nonce"	"I like to watch movies that make me feel XXX. I'm a XXX person afterwards. After I watched this one I felt the YYY I've ever felt. I felt YYY than any other movie had made me feel."	0	"stirest"	12	"adjective"	8.87443333333333	"21"	"21cond-trials"
"sneller"	21	"snell"	"nonce"	"This fruit is so XXX. I don't know if you like XXX things. Sam loves them. He always eats the YYY fruit in the bowl. I like it when they're a little YYY than this one, but not too much."	0	"snell"	13	"adjective"	8.87443333333333	"21"	"21cond-trials"
"zorcher"	21	"zorch"	"nonce"	"They described it as a XXX place. I'm so excited to stay at a XXX resort. I hear that the spot we are going to is the YYY one on the whole coast, much YYY than the place they went to."	0	"zorchest"	14	"adjective"	8.87443333333333	"21"	"21cond-trials"
"cheemed"	21	"cheem"	"nonce"	"Next week we're going to XXX. We've been waiting ages for the chance to XXX. We're reading a book about YYY. My friend YYY once before, but this will be my first time."	0	"cheeming"	15	"verb"	8.87443333333333	"21"	"21cond-trials"
"teeper"	21	"teep"	"nonce"	"The painting looked XXX. She had worked hard to create such a XXX piece. This was her YYY painting yet. It was YYY than all the previous ones combined."	0	"teepest"	16	"adjective"	8.87443333333333	"21"	"21cond-trials"
"slinter"	21	"slint"	"nonce"	"It all looked too XXX. There here too many XXX tables. The YYY was one in the corner. It was far YYY than the others."	0	"slintiest"	17	"adjective"	8.87443333333333	"21"	"21cond-trials"
"tulvurier"	21	"tulver"	"nonce"	"I had a XXX day yesterday. It all started with a XXX phone call I got. This might be the YYY day I've ever had. Maybe even YYY than the day we went to the aquarium."	0	"tulveriest"	18	"adjective"	8.87443333333333	"21"	"21cond-trials"
NA	21	"pizer"	"nonce"	"Have you ever heard of a XXX? It grows in South America. There are YYY on the menu tonight for dinner."	0	"pizers"	19	"noun"	8.87443333333333	"21"	"21cond-trials"
NA	21	"jate"	"nonce"	"There was no doubt in my mind that a great XXX like this one was John's. I had seen a set of YYY in his yard last summer and this had to be one of them."	0	"jates"	20	"noun"	8.87443333333333	"21"	"21cond-trials"
NA	21	"roak"	"nonce"	"My favorite animal is the XXX. They are impressive creatures. I saw a group of YYY during our trip last summer and I was so excited."	0	"roaks"	21	"noun"	8.87443333333333	"21"	"21cond-trials"
NA	21	"leam"	"nonce"	"The camera followed the XXX for some time. It was on its way to meet other YYY near the beach."	0	"leams"	22	"noun"	8.87443333333333	"21"	"21cond-trials"
"fupped"	21	"fupp"	"nonce"	"I don't want to XXX. I try not to XXX. I know that YYY isn't good for you. I know that because I YYY a lot when I was a teenager."	0	"fupping"	23	"verb"	8.87443333333333	"21"	"21cond-trials"
"glipped"	21	"glip"	"nonce"	"Every day I like to XXX. I usually XXX first thing in the morning. After I'm finished YYY, I'm ready to start the day. This morning I YYY as usual."	0	"glipping"	24	"verb"	8.87443333333333	"21"	"21cond-trials"
NA	21	"nilt"	"nonce"	"There was a group of kids playing with a XXX down the street. Did you see it? I think it might be one of Terry's YYY."	0	"nilts"	25	"noun"	8.87443333333333	"21"	"21cond-trials"
"fiffined"	21	"fiffin"	"nonce"	"Fred couldn't XXX. All he wanted was to XXX. Finally, he succeeded in YYY. After he YYY his mind was at ease."	0	"fiffing"	26	"verb"	8.87443333333333	"21"	"21cond-trials"
NA	21	"pank"	"nonce"	"The XXX was on the counter this morning. Dad doesn't know where it went. We can buy a few more YYY at the store later though."	0	"panks"	27	"noun"	8.87443333333333	"21"	"21cond-trials"
"binkier"	21	"bink"	"nonce"	"Here is a XXX thing. Here are two other things that are XXX. This one is the YYY of them all. It is YYY than the rest."	0	"binkiest"	28	"adjective"	8.87443333333333	"21"	"21cond-trials"
NA	21	"pet"	"real"	"I would like to have a XXX. They are great companions. I am envious of people who are fortunate enough to have more than one. If I could have many YYY, I would."	0	"pets"	29	"noun"	8.87443333333333	"filler"	"21cond-trials"
NA	21	"reng"	"nonce"	"This is a XXX. Now there is another one. There are two of them. There are two YYY."	0	"rengs"	30	"noun"	8.87443333333333	"21"	"21cond-trials"
NA	21	"kern"	"nonce"	"Sam had left the building without her XXX. She told herself that there would be plenty of people with YYY that worked when she got there."	0	"kerns"	31	"noun"	8.87443333333333	"21"	"21cond-trials"
"farmed"	21	"farm"	"real"	"Nobody wants to XXX these days. I don't know why people don't XXX. This country has a long tradition of YYY. Years ago everyone YYY and life was much better."	0	"farming"	32	"verb"	8.87443333333333	"filler"	"21cond-trials"
NA	21	"tattoo"	"real"	"It is hard to believe that having a XXX is fine now. This would have been unacceptable in our day. We were always taught that YYY were bad."	0	"tattos"	33	"noun"	8.87443333333333	"filler"	"21cond-trials"
"coodled"	21	"coodle"	"nonce"	"Jane refuses to XXX. She's too frightened to XXX. I don't know why she's so scared of YYY. Everyone else YYY last year."	0	"coodling"	34	"verb"	8.87443333333333	"21"	"21cond-trials"
"taller"	21	"tall"	"real"	"I met a XXX person today. I don't think I've ever met anyone so XXX. They were definitely the YYY person I've met. They were even YYY than you."	0	"tallest"	35	"adjective"	8.87443333333333	"filler"	"21cond-trials"
NA	21	"cake"	"real"	"Did they ask about the XXX? I think we need to let them know by tomorrow. I hear YYY are in scarce quantity at the store."	0	"cakes"	36	"noun"	8.87443333333333	"filler"	"21cond-trials"
"tighter"	21	"tight"	"real"	"Why are XXX pants popular? Most find XXX pants uncomfortable. For some reason though, people still try to wear the YYY ones they can find, always looking for a YYY pair than the last."	0	"tightest"	37	"adjective"	8.87443333333333	"filler"	"21cond-trials"
"bized"	21	"bize"	"nonce"	"Nick tries to XXX every day. He gets off work early so he can XXX. He says that YYY holds his life together. But I YYY once, and it was nothing special."	0	"bizing"	38	"verb"	8.87443333333333	"21"	"21cond-trials"
"heached"	21	"heach"	"nonce"	"I dream that one day I'll be able to XXX. The chance to XXX would be very exciting. I think I'd really enjoy YYY. My friend Sam YYY once and he loved it."	0	"heaching"	39	"verb"	8.87443333333333	"21"	"21cond-trials"
"danded"	21	"dand"	"nonce"	"It's difficult to XXX. I've always found it hard to XXX. Some people say YYY is easy. But I YYY last week and I can tell you it's not easy."	0	"danding"	40	"verb"	8.87443333333333	"21"	"21cond-trials"
"tesher"	21	"tesh"	"nonce"	"Did he think this shirt was too XXX? Maybe it was not XXX enough. They decided that being the person with the YYY shirt at the party was probably not a bad thing. After glancing at them again, the second one seemed YYY than the first, so she chose to wear it."	0	"teshest"	41	"adjective"	8.87443333333333	"21"	"21cond-trials"
"wolpier"	21	"wolp"	"nonce"	"My mom's food always tastes XXX. She learnt to cook XXX food from her mom. I think she makes the YYY food in the world. Or at least, YYY food than my dad does."	0	"wolpest"	42	"adjective"	8.87443333333333	"21"	"21cond-trials"
"jogged"	21	"jog"	"real"	"Everyone wants to XXX. Magazines are telling me to XXX. It seems like YYY is cool. But I YYY last week, and I don't see what all the fuss is about."	0	"jogging"	43	"verb"	8.87443333333333	"filler"	"21cond-trials"
"goked"	21	"goke"	"nonce"	"You should XXX. It's always worthwhile to XXX. I'm YYY, and you should too. Last week you YYY, why won't you now?"	0	"goking"	44	"verb"	8.87443333333333	"21"	"21cond-trials"
NA	21	"kita"	"nonce"	"The officer wondered if this XXX had been left behind on purpose. YYY were not known to wander off on their own."	0	"kitas"	45	"noun"	8.87443333333333	"21"	"21cond-trials"
"painted"	21	"paint"	"real"	"Jim loves to XXX all the time. It seems he was born to XXX. YYY is what he's good at. Last week he YYY six days out of seven."	0	"Painting"	46	"verb"	8.87443333333333	"filler"	"21cond-trials"
"glarked"	21	"glark"	"nonce"	"Why won't John XXX? I want him to XXX. He's only tolerable when he's YYY. Like yesterday he YYY, and he was fine."	0	"glarking"	47	"verb"	8.87443333333333	"21"	"21cond-trials"
"skied"	21	"ski"	"real"	"When I was a kid I used to XXX. My father taught me to XXX. I used to enjoy YYY very much. But I probably YYY one too many times."	0	"skiing"	48	"verb"	8.87443333333333	"filler"	"21cond-trials"
NA	21	"mense"	"nonce"	"Did you give him a XXX for his birthday like he asked? I think they are his favorite. He will be asking you for some YYY, I know it."	0	"menses"	49	"noun"	8.87443333333333	"21"	"21cond-trials"
NA	22	"bear"	"real"	"This is a XXX. They are really enjoyable. This one is one of my sister's YYY."	0	"animals"	4	"noun"	23.8758833333333	"training"	"22cond-trials"
NA	22	"knit"	"real"	"I would love to learn how to XXX. My friend has been YYY recently and loves it."	0	"trying"	5	"verb"	23.8758833333333	"training"	"22cond-trials"
NA	22	"cook"	"real"	"John said he wants to XXX. His partner YYY yesterday, and now John has decided he wants to try."	0	"cooked"	6	"verb"	23.8758833333333	"training"	"22cond-trials"
NA	22	"sweet"	"real"	"Such a XXX child! She really is the YYY child I've ever seen."	0	"kind"	7	"adjective"	23.8758833333333	"training"	"22cond-trials"
NA	22	"hard"	"real"	"This was a XXX problem. It was definitely YYY than other problems they had encountered."	0	"better"	8	"adjective"	23.8758833333333	"training"	"22cond-trials"
"dated"	22	"jate"	"nonce"	"I dream that one day I'll be able to XXX. The chance to XXX would be very exciting. I think I'd really enjoy YYY. My friend Sam YYY once and he loved it."	0	"dating"	10	"verb"	23.8758833333333	"22"	"22cond-trials"
