response1_type	response1	response2_type	response2	root	context	Answer.condition	item	workerid	slide_number	category	Answer.time_in_minutes	condition	participant
1	tightest	1	tighter	tight	Why are XXX pants popular? Most find XXX pants uncomfortable. For some reason though, people still try to wear the YYY ones they can find, always looking for a YYY pair than the last.	9	real	0	35	adjective	27.2436166667	filler	9cond-trials
1	kernest	1	kerner	kern	I like to watch movies that make me feel XXX. I'm a XXX person afterwards. After I watched this one I felt the YYY I've ever felt. I felt YYY than any other movie had made me feel.	9	nonce	0	36	adjective	27.2436166667	9	9cond-trials
1	leamest	1	leamer	leam	Did he think this shirt was too XXX? Maybe it was not XXX enough. They decided that being the person with the YYY shirt at the party was probably not a bad thing. After glancing at them again, the second one seemed YYY than the first, so she chose to wear it.	9	nonce	0	39	adjective	27.2436166667	9	9cond-trials
1	heachest	1	heacher	heach	This fruit is so XXX. I don't know if you like XXX things. Sam loves them. He always eats the YYY fruit in the bowl. I like it when they're a little YYY than this one, but not too much.	9	nonce	0	40	adjective	27.2436166667	9	9cond-trials
1	Painting	1	painted	paint	Jim loves to XXX all the time. It seems he was born to XXX. YYY is what he's good at. Last week he YYY six days out of seven.	10	real	0	38	verb	25.7908666667	filler	10cond-trials
1	farming	1	farmed	farm	Nobody wants to XXX these days. I don't know why people don't XXX. This country has a long tradition of YYY. Years ago everyone YYY and life was much better.	10	real	0	41	verb	25.7908666667	filler	10cond-trials
1	snelling	1	snelled	snell	Nick tries to XXX every day. He gets off work early so he can XXX. He says that YYY holds his life together. But I YYY once, and it was nothing special.	12	nonce	0	13	verb	21.65155	12	12cond-trials
1	wolping	1	wolped	wolp	You should XXX. It's always worthwhile to XXX. I'm YYY, and you should too. Last week you YYY, why won't you now?	12	nonce	0	22	verb	21.65155	12	12cond-trials
1	Painting	1	painted	paint	Jim loves to XXX all the time. It seems he was born to XXX. YYY is what he's good at. Last week he YYY six days out of seven.	12	real	0	24	verb	21.65155	filler	12cond-trials
1	farming	1	farmed	farm	Nobody wants to XXX these days. I don't know why people don't XXX. This country has a long tradition of YYY. Years ago everyone YYY and life was much better.	12	real	0	27	verb	21.65155	filler	12cond-trials
1	teshing	1	teshed	tesh	Fred couldn't XXX. All he wanted was to XXX. Finally, he succeeded in YYY. After he YYY his mind was at ease.	12	nonce	0	32	verb	21.65155	12	12cond-trials
1	skiing	1	skied	ski	When I was a kid I used to XXX. My father taught me to XXX. I used to enjoy YYY very much. But I probably YYY one too many times.	12	real	0	33	verb	21.65155	filler	12cond-trials
1	zorching	1	zorched	zorch	Why won't John XXX? I want him to XXX. He's only tolerable when he's YYY. Like yesterday he YYY, and he was fine.	12	nonce	0	36	verb	21.65155	12	12cond-trials
1	tulvering	1	tulvered	tulver	I don't want to XXX. I try not to XXX. I know that YYY isn't good for you. I know that because I YYY a lot when I was a teenager.	12	nonce	0	42	verb	21.65155	12	12cond-trials
1	binking	1	binked	bink	Every day I like to XXX. I usually XXX first thing in the morning. After I'm finished YYY, I'm ready to start the day. This morning I YYY as usual.	12	nonce	0	43	verb	21.65155	12	12cond-trials
1	jogging	1	jogged	jog	Everyone wants to XXX. Magazines are telling me to XXX. It seems like YYY is cool. But I YYY last week, and I don't see what all the fuss is about.	12	real	0	45	verb	21.65155	filler	12cond-trials
1	teeping	1	teeped	teep	It's difficult to XXX. I've always found it hard to XXX. Some people say YYY is easy. But I YYY last week and I can tell you it's not easy.	12	nonce	0	46	verb	21.65155	12	12cond-trials
1	wolping	1	wolped	wolp	I don't want to XXX. I try not to XXX. I know that YYY isn't good for you. I know that because I YYY a lot when I was a teenager.	13	nonce	0	10	verb	8.0763	13	13cond-trials
1	stadding	1	stadded	stad	Nick tries to XXX every day. He gets off work early so he can XXX. He says that YYY holds his life together. But I YYY once, and it was nothing special.	13	nonce	0	11	verb	8.0763	13	13cond-trials
1	skiing	1	skied	ski	When I was a kid I used to XXX. My father taught me to XXX. I used to enjoy YYY very much. But I probably YYY one too many times.	13	real	0	12	verb	8.0763	filler	13cond-trials
1	zorching	1	zorched	zorch	You should XXX. It's always worthwhile to XXX. I'm YYY, and you should too. Last week you YYY, why won't you now?	13	nonce	0	21	verb	8.0763	13	13cond-trials
1	jogging	1	jogged	jog	Everyone wants to XXX. Magazines are telling me to XXX. It seems like YYY is cool. But I YYY last week, and I don't see what all the fuss is about.	13	real	0	25	verb	8.0763	filler	13cond-trials
1	farming	1	farmed	farm	Nobody wants to XXX these days. I don't know why people don't XXX. This country has a long tradition of YYY. Years ago everyone YYY and life was much better.	13	real	0	26	verb	8.0763	filler	13cond-trials
1	tulvering	1	tulvered	tulver	Fred couldn't XXX. All he wanted was to XXX. Finally, he succeeded in YYY. After he YYY his mind was at ease.	13	nonce	0	31	verb	8.0763	13	13cond-trials
1	cheeming	1	cheemed	cheem	I dream that one day I'll be able to XXX. The chance to XXX would be very exciting. I think I'd really enjoy YYY. My friend Sam YYY once and he loved it.	13	nonce	0	35	verb	8.0763	13	13cond-trials
1	binking	1	binked	bink	Why won't John XXX? I want him to XXX. He's only tolerable when he's YYY. Like yesterday he YYY, and he was fine.	13	nonce	0	43	verb	8.0763	13	13cond-trials
1	teshing	1	teshed	tesh	It's difficult to XXX. I've always found it hard to XXX. Some people say YYY is easy. But I YYY last week and I can tell you it's not easy.	13	nonce	0	45	verb	8.0763	13	13cond-trials
1	Painting	1	painted	paint	Jim loves to XXX all the time. It seems he was born to XXX. YYY is what he's good at. Last week he YYY six days out of seven.	13	real	0	47	verb	8.0763	filler	13cond-trials
1	teeping	1	teeped	teep	Jane refuses to XXX. She's too frightened to XXX. I don't know why she's so scared of YYY. Everyone else YYY last year.	13	nonce	0	49	verb	8.0763	13	13cond-trials
1	Painting	1	painted	paint	Jim loves to XXX all the time. It seems he was born to XXX. YYY is what he's good at. Last week he YYY six days out of seven.	15	real	0	19	verb	14.1087166667	filler	15cond-trials
1	zorching	1	zorched	zorch	Fred couldn't XXX. All he wanted was to XXX. Finally, he succeeded in YYY. After he YYY his mind was at ease.	15	nonce	0	23	verb	14.1087166667	15	15cond-trials
1	tulvering	1	tulvered	tulver	Jane refuses to XXX. She's too frightened to XXX. I don't know why she's so scared of YYY. Everyone else YYY last year.	15	nonce	0	25	verb	14.1087166667	15	15cond-trials
1	farming	1	farmed	farm	Nobody wants to XXX these days. I don't know why people don't XXX. This country has a long tradition of YYY. Years ago everyone YYY and life was much better.	15	real	0	29	verb	14.1087166667	filler	15cond-trials
1	wolping	1	wolped	wolp	It's difficult to XXX. I've always found it hard to XXX. Some people say YYY is easy. But I YYY last week and I can tell you it's not easy.	15	nonce	0	31	verb	14.1087166667	15	15cond-trials
1	jogging	1	jogged	jog	Everyone wants to XXX. Magazines are telling me to XXX. It seems like YYY is cool. But I YYY last week, and I don't see what all the fuss is about.	15	real	0	34	verb	14.1087166667	filler	15cond-trials
1	jogging	1	jogged	jog	Everyone wants to XXX. Magazines are telling me to XXX. It seems like YYY is cool. But I YYY last week, and I don't see what all the fuss is about.	16	real	0	12	verb	15.8644666667	filler	16cond-trials
1	teshing	1	teshed	tesh	Nick tries to XXX every day. He gets off work early so he can XXX. He says that YYY holds his life together. But I YYY once, and it was nothing special.	16	nonce	0	15	verb	15.8644666667	16	16cond-trials
1	farming	1	farmed	farm	Nobody wants to XXX these days. I don't know why people don't XXX. This country has a long tradition of YYY. Years ago everyone YYY and life was much better.	16	real	0	18	verb	15.8644666667	filler	16cond-trials
1	skiing	1	skiied	ski	When I was a kid I used to XXX. My father taught me to XXX. I used to enjoy YYY very much. But I probably YYY one too many times.	16	real	0	21	verb	15.8644666667	filler	16cond-trials
1	fiffining	1	fiffined	fiffin	I dream that one day I'll be able to XXX. The chance to XXX would be very exciting. I think I'd really enjoy YYY. My friend Sam YYY once and he loved it.	16	nonce	0	27	verb	15.8644666667	16	16cond-trials
1	danding	1	danded	dand	Every day I like to XXX. I usually XXX first thing in the morning. After I'm finished YYY, I'm ready to start the day. This morning I YYY as usual.	16	nonce	0	30	verb	15.8644666667	16	16cond-trials
1	zorching	1	zorched	zorch	It's difficult to XXX. I've always found it hard to XXX. Some people say YYY is easy. But I YYY last week and I can tell you it's not easy.	16	nonce	0	39	verb	15.8644666667	16	16cond-trials
1	binking	1	binked	bink	Fred couldn't XXX. All he wanted was to XXX. Finally, he succeeded in YYY. After he YYY his mind was at ease.	16	nonce	0	42	verb	15.8644666667	16	16cond-trials
1	painting	1	painted	paint	Jim loves to XXX all the time. It seems he was born to XXX. YYY is what he's good at. Last week he YYY six days out of seven.	16	real	0	48	verb	15.8644666667	filler	16cond-trials
1	wolpping	1	wolped	wolp	Next week we're going to XXX. We've been waiting ages for the chance to XXX. We're reading a book about YYY. My friend YYY once before, but this will be my first time.	17	nonce	0	12	verb	12.6699666667	17	17cond-trials
1	jogging	1	jogged	jog	Everyone wants to XXX. Magazines are telling me to XXX. It seems like YYY is cool. But I YYY last week, and I don't see what all the fuss is about.	17	real	0	16	verb	12.6699666667	filler	17cond-trials
1	fiffining	1	fiffined	fiffin	Every day I like to XXX. I usually XXX first thing in the morning. After I'm finished YYY, I'm ready to start the day. This morning I YYY as usual.	17	nonce	0	19	verb	12.6699666667	17	17cond-trials
1	binking	1	binked	bink	It's difficult to XXX. I've always found it hard to XXX. Some people say YYY is easy. But I YYY last week and I can tell you it's not easy.	17	nonce	0	23	verb	12.6699666667	17	17cond-trials
1	fupping	1	fupped	fupp	I dream that one day I'll be able to XXX. The chance to XXX would be very exciting. I think I'd really enjoy YYY. My friend Sam YYY once and he loved it.	17	nonce	0	24	verb	12.6699666667	17	17cond-trials
1	danding	1	danded	dand	Why won't John XXX? I want him to XXX. He's only tolerable when he's YYY. Like yesterday he YYY, and he was fine.	17	nonce	0	25	verb	12.6699666667	17	17cond-trials
1	tulvering	1	tulvered	tulver	Nick tries to XXX every day. He gets off work early so he can XXX. He says that YYY holds his life together. But I YYY once, and it was nothing special.	17	nonce	0	29	verb	12.6699666667	17	17cond-trials
1	Painting	1	painted	paint	Jim loves to XXX all the time. It seems he was born to XXX. YYY is what he's good at. Last week he YYY six days out of seven.	17	real	0	32	verb	12.6699666667	filler	17cond-trials
1	coodleing	1	coodled	coodle	You should XXX. It's always worthwhile to XXX. I'm YYY, and you should too. Last week you YYY, why won't you now?	17	nonce	0	37	verb	12.6699666667	17	17cond-trials
1	farming	1	farmed	farm	Nobody wants to XXX these days. I don't know why people don't XXX. This country has a long tradition of YYY. Years ago everyone YYY and life was much better.	17	real	0	40	verb	12.6699666667	filler	17cond-trials
1	cheeming	1	cheemed	cheem	I don't want to XXX. I try not to XXX. I know that YYY isn't good for you. I know that because I YYY a lot when I was a teenager.	17	nonce	0	47	verb	12.6699666667	17	17cond-trials
